"","hhid","Insert_prov_CHN","Cluster.No","Loan.Type","multi.level","Formal","Informal","L.Both","No.Loan","region","sex","educ","political.afl","married","havejob","rural","age","Income","Networth","Liquid Assets","NW-HE","Province"
"1",201100002,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","1","1","0","0",81,129600,3044439.7265625,3143139.75,44439.7265625,"Beijing"
"2",201100006,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","0","0","0","0",86,140200,4468485,4536097,468485,"Beijing"
"3",201100007,"Beijing",1,"No.Loan","0",0,0,0,1,"1","0","1","1","1","0","0",74,109520,1351908.1328125,1439698.125,151908.1328125,"Beijing"
"4",201100008,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",67,95304,2517973.6640625,2636780,117973.6640625,"Beijing"
"5",201100012,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","0","0","0",78,3600,4060845.03417969,4065426,60845.0341796875,"Beijing"
"6",201100013,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","1","1","0","0",78,6000,4367696.65234375,4425225.5,617696.65234375,"Beijing"
"7",201100017,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","0","1","0","0",75,88800,3663888.9921875,3730589,1328001.9921875,"Beijing"
"8",201100022,"Beijing",1,"No.Loan","0",0,0,0,1,"1","0","0","0","0","0","0",80,105600,2221328.75,2311088,-78671.25,"Beijing"
"9",201100030,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","0","1","1","0","0",86,60000,962529.734375,1000322.625,-37470.265625,"Beijing"
"10",201100033,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","1","0","0","0",81,73600,2844800.84375,2906500,44800.84375,"Beijing"
"11",201100053,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","0","1","1","0",53,160000,3197540.0078125,3285000,-2459.9921875,"Beijing"
"12",201100054,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","1","1","0","1",79,49000,3863048.984375,3901105,263048.984375,"Beijing"
"13",201100056,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","0","1","1","1",47,242973,4774998.9296875,4971134,274998.9296875,"Beijing"
"14",201100062,"Beijing",1,"No.Loan","0",0,0,0,1,"1","0","0","0","0","0","0",62,55835,975635.6875,1012030,-24364.3125,"Beijing"
"15",201100066,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","1",74,113600,3773440.015625,3898080,773440.015625,"Beijing"
"16",201100068,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","0","1","0","0",78,54400,2414184,2425560,414184,"Beijing"
"17",201100070,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","1",62,112984,2587293.99804688,2617210,187293.998046875,"Beijing"
"18",201100071,"Beijing",2,"Formal","1",1,0,0,0,"1","0","1","1","1","1","0",49,152538,3125160.0078125,3925660,-574839.9921875,"Beijing"
"19",201100072,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","1","1",52,5000,1480639.99804688,1505000,-19360.001953125,"Beijing"
"20",201100075,"Beijing",2,"Formal","1",1,0,0,0,"1","0","1","1","1","1","0",31,532500,1739141.03125,2786400,-460858.96875,"Beijing"
"21",201100076,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","1","1","0","0",65,90339,2797909.7421875,2878372,297909.7421875,"Beijing"
"22",201100077,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","1",63,227972,2810468.484375,2950088.5,260468.484375,"Beijing"
"23",201100079,"Beijing",2,"Formal","1",1,0,0,0,"1","1","0","0","1","1","0",46,1e+05,5108104.5,5228004.5,2608104.5,"Beijing"
"24",201100083,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","1","1","1","0","0",58,343400,4782668.4296875,4861439.5,2382668.4296875,"Beijing"
"25",201100087,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","0","1","1","0",59,67720,2541136.34375,2615526.25,141136.34375,"Beijing"
"26",201100092,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",65,75600,2988300.140625,3100000,-11699.859375,"Beijing"
"27",201100097,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","1","0","1","0","0",52,120000,2946757.0078125,2991677,246757.0078125,"Beijing"
"28",201100107,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","1","1","0",43,114360,3306134.015625,3397100,556134.015625,"Beijing"
"29",201100109,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","0","1","1","1",47,150236,4075326.984375,4288327,1075326.984375,"Beijing"
"30",201100110,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","1","1","1","1","0",37,48830,3377560,3440000,177560,"Beijing"
"31",201100111,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",65,90600,3242547.015625,3305427,277120.015625,"Beijing"
"32",201100113,"Beijing",1,"L.Both","1",0,0,1,0,"1","1","1","0","1","1","0",34,19000,1828428.3203125,2548500,-671571.6796875,"Beijing"
"33",201100114,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",49,80000,3433320.00390625,3468900,133320.00390625,"Beijing"
"34",201100115,"Beijing",1,"No.Loan","0",0,0,0,1,"1","0","0","1","0","0","0",68,28800,2137122,2170124,-6942,"Beijing"
"35",201100116,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",58,100196,10945275.265625,11018037,-3162724.734375,"Beijing"
"36",201100124,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",70,42500,5501375.84765625,5553800,3001375.84765625,"Beijing"
"37",201100125,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","1","1","1","1",50,120000,2303899.96875,2426000,303899.96875,"Beijing"
"38",201100126,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","1","0","1","1","0",47,61900,2981098.4296875,3047160,-18901.5703125,"Beijing"
"39",201100130,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","1","1","0",38,73000,2992137.5234375,3041456,-7862.4765625,"Beijing"
"40",201100139,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",59,68270,3523443.453125,3605725.75,323443.453125,"Beijing"
"41",201100145,"Beijing",1,"Formal","1",1,0,0,0,"1","0","1","1","1","1","0",30,260500,808931.6015625,1584791.625,-691068.3984375,"Beijing"
"42",201100154,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","1","0","1","1","0",30,271308,1786700,1841000,286700,"Beijing"
"43",201100156,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","1",57,282000,2124227.328125,2296027.25,124227.328125,"Beijing"
"44",201100157,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",58,224231,1904111.8828125,2004967.875,404111.8828125,"Beijing"
"45",201100158,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","1",84,76600,1438408.3046875,1508300,-61591.6953125,"Beijing"
"46",201100162,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","1","0","1","1","0",57,136500,7840771.515625,7930371.5,4840771.515625,"Beijing"
"47",201100163,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",61,69600,976881.9921875,1022880,-23118.0078125,"Beijing"
"48",201100164,"Beijing",1,"Formal","1",1,0,0,0,"1","1","0","0","1","1","0",46,84270,528868.00390625,832000,-181131.99609375,"Beijing"
"49",201100165,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","0","0","0","0","0",63,2176,860506.60546875,896500,80506.60546875,"Beijing"
"50",201100172,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",64,217917,1481511.3515625,1554711.375,189540.8515625,"Beijing"
"51",201100175,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","1","0","1","0","0",65,224000,2094612.5234375,2156532.5,594612.5234375,"Beijing"
"52",201100179,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","0","1","1","0",48,40500,2744629.75,2802019.75,68590,"Beijing"
"53",201100181,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",77,119250,2283475.25390625,2342639.25,283475.25390625,"Beijing"
"54",201100189,"Beijing",2,"Informal","1",0,1,0,0,"1","1","1","1","1","1","0",44,17900,2640839.5,2843291.5,1040839.5,"Beijing"
"55",201100194,"Beijing",2,"L.Both","1",0,0,1,0,"1","1","1","1","1","1","0",32,679000,3025780.53125,6350700.5,1025780.53125,"Beijing"
"56",201100199,"Beijing",1,"L.Both","1",0,0,1,0,"1","1","1","0","1","1","0",30,82173,134630,797550,-615370,"Beijing"
"57",201100204,"Beijing",2,"Formal","1",1,0,0,0,"1","1","1","1","1","1","0",32,205000,4341900.015625,5080000,2841900.015625,"Beijing"
"58",201100205,"Beijing",1,"Informal","1",0,1,0,0,"1","1","1","0","1","1","0",34,212694,948409.96875,1645112.25,-551590.03125,"Beijing"
"59",201100223,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","1","0","0","1",67,51000,3247645.25,3288785.25,247645.25,"Beijing"
"60",201100230,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",70,143200,3125954.765625,3184554.75,125954.765625,"Beijing"
"61",201100233,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","1","0","0","0","0",73,54000,3034865.2421875,3072025.25,34865.2421875,"Beijing"
"62",201100234,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","0","0","0",70,47500,2913956.4765625,3010676.5,-37679.2734375,"Beijing"
"63",201100236,"Beijing",1,"No.Loan","0",0,0,0,1,"1","0","1","0","1","1","0",47,201500,2166490.0078125,2245050,166490.0078125,"Beijing"
"64",201100237,"Beijing",1,"No.Loan","0",0,0,0,1,"1","0","1","0","1","1","0",43,341500,1941531.625,2085611.625,-58468.375,"Beijing"
"65",201100240,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",62,73904,2432778.4375,2582574.5,-67221.5625,"Beijing"
"66",201100249,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","1",74,135000,2692765,2780765,238624,"Beijing"
"67",201100250,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","0","1","0","0",78,126600,3010094.5,3096094.5,10094.5,"Beijing"
"68",201100253,"Beijing",2,"Informal","1",0,1,0,0,"1","1","0","0","1","1","1",69,170000,3166877.765625,3334577.75,1166877.765625,"Beijing"
"69",201100254,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","1","0",51,253000,9067499.96875,9300000,1067499.96875,"Beijing"
"70",201100258,"Beijing",2,"Formal","1",1,0,0,0,"1","1","1","1","1","0","0",78,169600,9532857.96875,10208058,1532857.96875,"Beijing"
"71",201100259,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","1","0",56,603000,9387016.46875,9531191,1387016.46875,"Beijing"
"72",201100262,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",58,30100,5200709.99609375,5240766,200709.99609375,"Beijing"
"73",201100265,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",58,224000,7999799.984375,8115000,2999799.984375,"Beijing"
"74",201100266,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","0","0","0",59,92400,6199904.5078125,6252504.5,199904.5078125,"Beijing"
"75",201100267,"Beijing",3,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",57,252600,12411945.9375,12680062,4411945.9375,"Beijing"
"76",201100273,"Beijing",3,"No.Loan","0",0,0,0,1,"1","1","1","1","1","1","0",51,33536,12041555.1171875,12127905,6041555.1171875,"Beijing"
"77",201100277,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","1","1","1","0","0",79,109600,7148851.96875,7210612,148851.96875,"Beijing"
"78",201100310,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",74,326000,6976856.5703125,7034099,976856.5703125,"Beijing"
"79",201100311,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",78,137000,4990716.4921875,5115116.5,-9283.5078125,"Beijing"
"80",201100315,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",69,291800,6970521.1171875,7042724,570521.1171875,"Beijing"
"81",201100318,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","0","1","0","0",76,134000,5004075.00195312,5031507,4075.001953125,"Beijing"
"82",201100320,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",85,132000,6514856.5,6566504.5,14856.5,"Beijing"
"83",201100321,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",76,67600,6261786.50390625,6299526.5,761786.50390625,"Beijing"
"84",201100322,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","1","0",63,336700,6218724.015625,6328920,1218724.015625,"Beijing"
"85",201100324,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",84,156300,4345250.99609375,4398091,95250.99609375,"Beijing"
"86",201100326,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","0","1","0","0",84,124200,3555315.5625,3960715.5,555315.5625,"Beijing"
"87",201100327,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",82,160500,4868367.4765625,4980163.5,668367.4765625,"Beijing"
"88",201100329,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","1","1","0","0",79,138600,3286339.50195312,3304105.5,-13660.498046875,"Beijing"
"89",201100331,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",81,171120,3207383.75195312,3235359.75,207383.751953125,"Beijing"
"90",201100334,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","1","0","0","0","0",76,5000,2004877.125,2042895,504877.125,"Beijing"
"91",201100335,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",79,308800,5942099.50390625,6005179.5,1942099.50390625,"Beijing"
"92",201100336,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",61,121684,2439586.5078125,2516890.5,-60413.4921875,"Beijing"
"93",201100337,"Beijing",3,"Formal","1",1,0,0,0,"1","0","1","1","1","0","0",62,176200,9487172,9548772,5487172,"Beijing"
"94",201100338,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",61,100784,3885750.015625,4012050,85750.015625,"Beijing"
"95",201100355,"Beijing",2,"Formal","1",1,0,0,0,"1","1","1","0","1","1","0",32,482500,6109421.5,6976361.5,2909421.5,"Beijing"
"96",201100365,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","1","0",50,120000,2457524.234375,2621184.25,-92475.765625,"Beijing"
"97",201100367,"Beijing",2,"Formal","1",1,0,0,0,"1","1","0","0","1","1","0",39,213000,2881460.1171875,3370865.5,181460.1171875,"Beijing"
"98",201100370,"Beijing",3,"No.Loan","0",0,0,0,1,"1","0","1","1","1","1","0",33,1128800,10721560.015625,10850000,7821560.015625,"Beijing"
"99",201100373,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","0","0","1","1","0",52,116000,3041071.5,3121571,541071.5,"Beijing"
"100",201100375,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","1","0",39,412310,3381300,3453100,381300,"Beijing"
"101",201100377,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","0","1","0","0",61,112000,8880531.015625,9005656,5880531.015625,"Beijing"
"102",201100379,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","1","0",58,110500,2222257.0078125,2272857,222257.0078125,"Beijing"
"103",201100381,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","0","1","0",31,23431,3310934.75,3423154.75,310934.75,"Beijing"
"104",201100382,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","1","1",39,192000,3159612,3246012,659612,"Beijing"
"105",201100392,"Beijing",2,"No.Loan","0",0,0,0,1,"1","0","1","1","0","0","0",75,85600,4144025.0078125,4214541,944025.0078125,"Beijing"
"106",201100396,"Beijing",1,"No.Loan","0",0,0,0,1,"1","1","1","0","1","1","0",43,5000,2202938.515625,2312138.5,-97061.484375,"Beijing"
"107",201100397,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","0","1","1","0",41,235000,5397350,5470950,897350,"Beijing"
"108",201100398,"Beijing",3,"Formal","1",1,0,0,0,"1","0","1","1","1","1","0",33,430000,8990000,11272800,6190000,"Beijing"
"109",201100399,"Beijing",2,"No.Loan","0",0,0,0,1,"1","1","1","0","1","1","0",59,210000,6711438.7578125,6774530.5,211438.7578125,"Beijing"
"110",201100412,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",80,120000,782818.876953125,803048.875,-17181.123046875,"Tianjin"
"111",201100419,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",65,57600,932459.99609375,973600,-37540.00390625,"Tianjin"
"112",201100420,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","1","1","1","0",55,95200,1971932.875,2037692.875,127840.03125,"Tianjin"
"113",201100424,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","0","0","0","0","0",58,26800,1676640,1720400,176640,"Tianjin"
"114",201100428,"Tianjin",2,"No.Loan","0",0,0,0,1,"1","0","1","1","1","0","0",66,145700,3241430.09375,3384550,1491430.09375,"Tianjin"
"115",201100432,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","0","1","1","0",45,127480,692719.99609375,747020,32719.99609375,"Tianjin"
"116",201100437,"Tianjin",1,"Formal","1",1,0,0,0,"1","1","0","0","1","0","0",77,127250,1544244.75,1689870.75,44244.75,"Tianjin"
"117",201100439,"Tianjin",2,"Formal","1",1,0,0,0,"1","1","1","1","1","1","0",46,169500,2657750.75,3130570.75,657750.75,"Tianjin"
"118",201100442,"Tianjin",2,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",69,89100,2768436.765625,2837432.75,316436.765625,"Tianjin"
"119",201100444,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",45,5000,1478951.44140625,1514444.25,-21048.55859375,"Tianjin"
"120",201100446,"Tianjin",1,"Informal","1",0,1,0,0,"1","0","0","0","1","0","0",64,90500,1806853.50390625,1900653.5,156853.50390625,"Tianjin"
"121",201100447,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",75,235100,1793507.09375,1887747.125,293507.09375,"Tianjin"
"122",201100448,"Tianjin",1,"Formal","1",1,0,0,0,"1","1","0","0","1","0","0",52,10952,739700.00390625,804200,39700.00390625,"Tianjin"
"123",201100452,"Tianjin",2,"No.Loan","0",0,0,0,1,"1","1","1","0","1","1","0",36,12150,2533020.015625,2637000,1733020.015625,"Tianjin"
"124",201100455,"Tianjin",2,"No.Loan","0",0,0,0,1,"1","1","1","0","1","1","0",49,209800,3003810,3127800,3810,"Tianjin"
"125",201100457,"Tianjin",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",59,74300,3038723.0078125,3113103,1438723.0078125,"Tianjin"
"126",201100458,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",64,120000,1423972.25,1571338.25,23972.25,"Tianjin"
"127",201100460,"Tianjin",2,"Informal","1",0,1,0,0,"1","1","1","1","1","1","0",46,155030,2899287.99609375,3039088,1199287.99609375,"Tianjin"
"128",201100463,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",57,67000,1089911.875,1133451.875,89911.875,"Tianjin"
"129",201100464,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","1","0","0","1","0",26,29500,1015853.53125,1082573.5,215853.53125,"Tianjin"
"130",201100467,"Tianjin",1,"Formal","1",1,0,0,0,"1","1","1","1","1","0","0",60,62000,1017771.26953125,1110571.25,-32228.73046875,"Tianjin"
"131",201100470,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","1","1","0","0",63,106100,1079806.25,1185616.25,79806.25,"Tianjin"
"132",201100472,"Tianjin",1,"Formal","1",1,0,0,0,"1","1","0","0","1","1","0",40,85000,805801.74609375,1010861.75,-94198.25390625,"Tianjin"
"133",201100474,"Tianjin",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",72,134000,2574018.23046875,2621379,874018.23046875,"Tianjin"
"134",201100475,"Tianjin",2,"Formal","1",1,0,0,0,"1","0","1","1","1","1","0",38,462300,2450690.00390625,2787050,1450690.00390625,"Tianjin"
"135",201100478,"Tianjin",1,"Formal","1",1,0,0,0,"1","1","0","0","1","1","0",49,60000,735295.2421875,820967.625,-26152.8828125,"Tianjin"
"136",201100479,"Tianjin",2,"Formal","1",1,0,0,0,"1","1","1","0","1","1","0",55,183300,1916204.046875,2322700,916204.046875,"Tianjin"
"137",201100480,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","1","1","1","0",47,131000,1320875.375,1405075.375,420875.375,"Tianjin"
"138",201100481,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","1","1","1","0",48,90500,1375557.62890625,1432836.625,125557.62890625,"Tianjin"
"139",201100483,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","0","1","0","0",65,75550,2015423.25390625,2050123.25,515423.25390625,"Tianjin"
"140",201100485,"Tianjin",1,"Formal","1",1,0,0,0,"1","1","1","1","1","1","0",59,60000,1452960.125,1515540.125,-47039.875,"Tianjin"
"141",201100486,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","0","1","0","0",52,262085,1800700.03125,1942100,500700.03125,"Tianjin"
"142",201100488,"Tianjin",1,"Formal","1",1,0,0,0,"1","1","0","0","1","1","0",53,178000,1083776.01171875,1140316,83776.01171875,"Tianjin"
"143",201100489,"Tianjin",1,"Formal","1",1,0,0,0,"1","1","0","0","1","0","0",65,66000,1771359.56054688,1893150,21359.560546875,"Tianjin"
"144",201100493,"Tianjin",2,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",65,216300,2850819.75,2889883.75,1850819.75,"Tianjin"
"145",201100495,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","1","0",38,145615,1499852.65625,1580376.25,499852.65625,"Tianjin"
"146",201100499,"Tianjin",1,"Formal","1",1,0,0,0,"1","0","1","0","1","0","0",38,44000,791452.12890625,930112.125,-8547.87109375,"Tianjin"
"147",201100500,"Tianjin",2,"Formal","1",1,0,0,0,"1","1","1","0","1","1","0",41,570200,5237940.5,5495640.5,1437940.5,"Tianjin"
"148",201100503,"Tianjin",1,"Formal","1",1,0,0,0,"1","1","1","1","1","1","0",38,48000,1139230,1213500,139230,"Tianjin"
"149",201100504,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","0","0","0","0","0",64,33000,875523.564453125,902663.5625,-24476.435546875,"Tianjin"
"150",201100505,"Tianjin",1,"Formal","1",1,0,0,0,"1","1","0","0","1","1","0",49,112652,909800.0078125,1027000,209800.0078125,"Tianjin"
"151",201100506,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","1","1","0","0",55,70096,1431485.0703125,1478025,231485.0703125,"Tianjin"
"152",201100507,"Tianjin",1,"Formal","1",1,0,0,0,"1","1","1","0","1","1","0",37,130000,518437.875,755417.875,-81562.125,"Tianjin"
"153",201100509,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",57,80400,605271.4609375,677000,55271.4609375,"Tianjin"
"154",201100511,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",58,77850,823115.00390625,861615,23115.00390625,"Tianjin"
"155",201100529,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","0","1","1","1","0",56,158400,871510.9375,1020010.9375,71510.9375,"Tianjin"
"156",201100535,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",81,108400,1130851.50390625,1161503.5,380851.50390625,"Tianjin"
"157",201100538,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","1","0","0","1","0",44,123000,717040.36328125,751355,217040.36328125,"Tianjin"
"158",201100544,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",60,69900,616162.00390625,650002,116162.00390625,"Tianjin"
"159",201100547,"Tianjin",2,"Formal","1",1,0,0,0,"1","1","0","0","1","0","0",62,196850,4528610,4893510,3678610,"Tianjin"
"160",201100548,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",67,116000,1643222.50390625,1705002.5,443222.50390625,"Tianjin"
"161",201100550,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",59,157300,1834294,1898050,334294,"Tianjin"
"162",201100553,"Tianjin",1,"Formal","1",1,0,0,0,"1","1","1","0","1","1","0",42,72455,1050216,1281501,50216,"Tianjin"
"163",201100565,"Tianjin",1,"Formal","1",1,0,0,0,"1","0","0","0","1","1","0",53,86800,301322,455800,1322,"Tianjin"
"164",201100569,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","1","1","0","0",57,146800,1778784.1328125,1884384.125,878784.1328125,"Tianjin"
"165",201100571,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",63,50800,492158.01171875,544548,-7841.98828125,"Tianjin"
"166",201100572,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","1","1","1","0",56,277500,870300,999500,70300,"Tianjin"
"167",201100574,"Tianjin",1,"Informal","1",0,1,0,0,"1","1","1","0","1","1","0",34,52973,476275.015625,592155,-23724.984375,"Tianjin"
"168",201100575,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","1","1","1","0",57,124450,1628749.9765625,1687750,728749.9765625,"Tianjin"
"169",201100576,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",57,32040,1095850.00390625,1117850,95850.00390625,"Tianjin"
"170",201100577,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","0","0",64,42800,582560.015625,635060,-17439.984375,"Tianjin"
"171",201100579,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","0","0","0","0","0",82,200,779055.263671875,802275,-20944.736328125,"Tianjin"
"172",201100580,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","1","1","1","0","0",73,78350,788171.4375,877276.4375,-11828.5625,"Tianjin"
"173",201100581,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","0","1","1","1",46,28656,468800,523800,-31200,"Tianjin"
"174",201100582,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","1","0","1","1","0",32,61873,714149.4609375,765693.9375,130455.5234375,"Tianjin"
"175",201100584,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","1","0","1","0","0",62,50400,729220.00390625,776260,-20779.99609375,"Tianjin"
"176",201100588,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","0","0","1","0","0",56,24900,916550,957100,116550,"Tianjin"
"177",201100589,"Tianjin",1,"Informal","1",0,1,0,0,"1","1","0","0","1","0","0",61,45600,544566,633550,-55434,"Tianjin"
"178",201100590,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","0","1","1","1","0","0",53,44250,607713.498046875,626443.5,6105.935546875,"Tianjin"
"179",201100593,"Tianjin",1,"No.Loan","0",0,0,0,1,"1","1","0","0","0","1","0",42,44000,426706.12890625,453706.125,-5951.55859375,"Tianjin"
