"","hhid","Insert_prov_CHN","Cluster.No","Loan.Type","multi.level","Formal","Informal","L.Both","No.Loan","region","sex","educ","political.afl","married","havejob","rural","age","Income","Networth","Liquid Assets","NW-HE","Province"
"6034",2013003573,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",42,38400,1002449.99804688,1030250,2449.998046875,"Shanxi"
"6035",2013003574,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",52,30000,798196.060546875,821380.0625,5915.998046875,"Shanxi"
"6036",2013003575,"Shanxi",2,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",61,50624,3358962.25390625,3590902.25,358962.25390625,"Shanxi"
"6037",2013003576,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","0","1",57,10200,94771.015625,193067.015625,-77296,"Shanxi"
"6038",2013003578,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",45,23080,333026,344400,33026,"Shanxi"
"6039",2013003579,"Shanxi",1,"Informal","1",0,1,0,0,"2","0","0","0","1","1","1",43,45380,116480,329400,-183520,"Shanxi"
"6040",2013003581,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",53,3320,243085.185546875,263933.1875,36752.013671875,"Shanxi"
"6041",2013003582,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","0","1",45,1600,1933609,2002609,-66391,"Shanxi"
"6042",2013003583,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",53,48447,678409.12109375,714948.3125,41460.80859375,"Shanxi"
"6043",2013003584,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",43,33000,869595.0078125,1001295,269595.0078125,"Shanxi"
"6044",2013003585,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","0","1",57,1570,837183.8125,860927.8125,126256,"Shanxi"
"6045",2013003586,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",52,15000,695719.9921875,720000,-4280.0078125,"Shanxi"
"6046",2013003587,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",64,10860,712010,737750,112010,"Shanxi"
"6047",2013003588,"Shanxi",2,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",77,11700,2688396.00097656,2702000,688396.000976562,"Shanxi"
"6048",2013003589,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","0","0","1",59,7680,345777.09375,369197.09375,89109.078125,"Shanxi"
"6049",2013003598,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","0",47,5300,321300,342500,121300,"Shanxi"
"6050",2013003600,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","0",47,200,223814.07421875,247167.921875,-17053.84765625,"Shanxi"
"6051",2013003603,"Shanxi",1,"Informal","1",0,1,0,0,"2","0","0","0","0","0","0",87,780,120930.001953125,161200,-29069.998046875,"Shanxi"
"6052",2013003607,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","1","1","0","0",65,36000,12877.9921875,105581.9921875,-87122.0078125,"Shanxi"
"6053",2013003610,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","0",45,19000,57464.109375,122502.109375,-62535.890625,"Shanxi"
"6054",2013003612,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","0",38,92600,535347.875,575187.875,175347.875,"Shanxi"
"6055",2013003614,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","0",63,48000,284797.784179688,295997.78125,-9910.7158203125,"Shanxi"
"6056",2013003622,"Shanxi",1,"Formal","1",1,0,0,0,"2","1","0","0","1","0","1",64,600,-8038.73046875,3925,-9538.73046875,"Shanxi"
"6057",2013003624,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",66,1560,-1689.99951171875,7300,-6689.99951171875,"Shanxi"
"6058",2013003626,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",47,17280,120,22800,-6880,"Shanxi"
"6059",2013003629,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","0","0","1",66,3780,-3090.00048828125,1800,-3690.00048828125,"Shanxi"
"6060",2013003631,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",64,1470,7600.00024414062,11600,3600.00024414062,"Shanxi"
"6061",2013003632,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","1",62,2140,-1010,9650,-4010,"Shanxi"
"6062",2013003634,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",38,850,7460,13250,-2540,"Shanxi"
"6063",2013003635,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","1",62,10960,1900,7000,-1100,"Shanxi"
"6064",2013003636,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",68,1560,10639.9998779297,11800,6639.99987792969,"Shanxi"
"6065",2013003637,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",64,1000,6779.99951171875,14800,3779.99951171875,"Shanxi"
"6066",2013003640,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",34,12000,-5720,53000,-15720,"Shanxi"
"6067",2013003641,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","1","1",48,3780,1588.00048828125,7000,-3411.99951171875,"Shanxi"
"6068",2013003646,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","0","1",66,780,21820,33300,-8180,"Shanxi"
"6069",2013003648,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",36,20000,25803.80078125,43827.80078125,-8204,"Shanxi"
"6070",2013003651,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","0","0","1",77,21407,84510,93750,34510,"Shanxi"
"6071",2013003652,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","1",70,2060,99188.21875,109188.21875,91500.0034179688,"Shanxi"
"6072",2013003654,"Shanxi",1,"L.Both","1",0,0,1,0,"2","1","0","0","1","1","1",29,18495,-6890.001953125,58470,-14890.001953125,"Shanxi"
"6073",2013003655,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",36,4800,79319.99609375,95800,49319.99609375,"Shanxi"
"6074",2013003658,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",45,57500,119420.00390625,150500,99420.00390625,"Shanxi"
"6075",2013003659,"Shanxi",1,"L.Both","1",0,0,1,0,"2","1","0","0","1","1","1",38,39480,50950,106300,-49050,"Shanxi"
"6076",2013003661,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",41,36300,9218,11180,-782,"Shanxi"
"6077",2013003662,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",51,48000,235280,246600,225280,"Shanxi"
"6078",2013003663,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",51,6910,17805.77734375,32703.2421875,-8382.84765625,"Shanxi"
"6079",2013003664,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",73,4640,78336.466796875,107125,-21663.533203125,"Shanxi"
"6080",2013003665,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",52,2650,28488.0009765625,40168,8488.0009765625,"Shanxi"
"6081",2013003666,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","1",81,3560,487.99951171875,7900,-6512.00048828125,"Shanxi"
"6082",2013003669,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","0","1",70,36780,1760,11400,-8240,"Shanxi"
"6083",2013003671,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",52,696,47009.994140625,70450,-2990.005859375,"Shanxi"
"6084",2013003672,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","1","1","1","1",42,14698,-10445,37975,-40445,"Shanxi"
"6085",2013003674,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",58,2030,3425.517578125,8384.392578125,-4058.875,"Shanxi"
"6086",2013003675,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",69,3961,-1906.9130859375,5928.060546875,-6634.9736328125,"Shanxi"
"6087",2013003676,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",58,30010,1874.69140625,27710.2890625,-19876.251953125,"Shanxi"
"6088",2013003677,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",48,2940,9115.6142578125,15975,-884.3857421875,"Shanxi"
"6089",2013003678,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",62,5450,14499.998046875,26400,-10500.001953125,"Shanxi"
"6090",2013003679,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",56,2067,-3201.880859375,8225.671875,-11127.552734375,"Shanxi"
"6091",2013003680,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",83,2820,92650.01171875,127350,72650.01171875,"Shanxi"
"6092",2013003701,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","0","0","0",72,11160,61915.0654296875,75520,-13084.9345703125,"Shanxi"
"6093",2013003720,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","0",33,27000,233519.998046875,260000,83519.998046875,"Shanxi"
"6094",2013003775,"Shanxi",2,"No.Loan","0",0,0,0,1,"2","1","0","1","1","0","0",69,554040,7294774.015625,7497262,5194774.015625,"Shanxi"
"6095",2013003792,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","0","0",63,84000,341337.4375,415617.4375,41337.4375,"Shanxi"
"6096",2013003793,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","0",52,193750,999703.93359375,1037699.9375,824703.93359375,"Shanxi"
"6097",2013003794,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","1","1","1","0","0",52,24200,280927.716796875,312599.71875,30927.716796875,"Shanxi"
"6098",2013003796,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","0","0",59,45150,464219.99609375,510250,-35780.00390625,"Shanxi"
"6099",2013003797,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","0",63,78000,296887.685546875,316161.6875,-3112.314453125,"Shanxi"
"6100",2013003799,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","1","0","1","1","0",38,81200,497640.0078125,561200,97640.0078125,"Shanxi"
"6101",2013003800,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","0","0",53,28700,599278.4921875,667274.5,-50721.5078125,"Shanxi"
"6102",2013003802,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","0","1","1",46,10000,295540.000976562,308800,-4459.9990234375,"Shanxi"
"6103",2013003803,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","0","0",80,72000,365326.5546875,412506.5625,-34673.4453125,"Shanxi"
"6104",2013003804,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","0",51,88450,675300.9375,891107,75300.9375,"Shanxi"
"6105",2013003805,"Shanxi",1,"Formal","1",1,0,0,0,"2","1","0","0","1","1","1",50,90200,387480,437040,-12520,"Shanxi"
"6106",2013003807,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","0",53,30200,456478.189453125,479884.1875,-18521.810546875,"Shanxi"
"6107",2013003808,"Shanxi",1,"Informal","1",0,1,0,0,"2","0","0","0","1","1","1",51,172704,448272.001953125,515400,-51727.998046875,"Shanxi"
"6108",2013003812,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","0",52,59200,1978150.625,2025979.625,-21849.375,"Shanxi"
"6109",2013003813,"Shanxi",1,"L.Both","1",0,0,1,0,"2","0","1","0","1","1","0",36,66500,212108.00390625,440100,-187891.99609375,"Shanxi"
"6110",2013003814,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","0","1",61,4720,394354,406880,-5646,"Shanxi"
"6111",2013003815,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","1","1","1","0","0",74,88450,471860.12890625,501290.125,71860.12890625,"Shanxi"
"6112",2013003816,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","1","0","1","1","1",49,80990,435494.125,485390.125,85494.125,"Shanxi"
"6113",2013003817,"Shanxi",1,"Formal","1",1,0,0,0,"2","0","1","0","0","1","0",46,35300,357493.9765625,456450,-42506.0234375,"Shanxi"
"6114",2013003819,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","0","0",66,66870,208200.369140625,235656.375,18517.541015625,"Shanxi"
"6115",2013003820,"Shanxi",1,"Formal","1",1,0,0,0,"2","0","1","1","1","1","0",38,92500,728740.625,838692.625,178740.625,"Shanxi"
"6116",2013003821,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","1","1",35,41450,91586.96875,115478,42158.96875,"Shanxi"
"6117",2013003822,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","0","1",58,88276,56317.90625,200448.84375,-43682.09375,"Shanxi"
"6118",2013003823,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",42,24000,29421.9375,47500,-10578.0625,"Shanxi"
"6119",2013003824,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",53,42157,8080,26120,-11920,"Shanxi"
"6120",2013003826,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",40,21000,129604.00390625,161480,-20395.99609375,"Shanxi"
"6121",2013003827,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",47,31220,206050.00390625,262200,6050.00390625,"Shanxi"
"6122",2013003828,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","1","1","1","1",35,64360,46413.45703125,155597.453125,-53586.54296875,"Shanxi"
"6123",2013003830,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",51,35950,-9689.98828125,34790,-19689.98828125,"Shanxi"
"6124",2013003831,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",53,6700,1173.5263671875,15553.5244140625,-7891.8095703125,"Shanxi"
"6125",2013003832,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",59,45161,12511.55078125,29216.552734375,-11185.001953125,"Shanxi"
"6126",2013003833,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",32,61600,6350,103350,-23650,"Shanxi"
"6127",2013003835,"Shanxi",1,"Informal","1",0,1,0,0,"2","0","0","0","0","0","1",65,50900,367457.82421875,475953.8125,167457.82421875,"Shanxi"
"6128",2013003836,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","1",64,49105,-16308.8076171875,11439.9462890625,-25188.75390625,"Shanxi"
"6129",2013003837,"Shanxi",1,"L.Both","1",0,0,1,0,"2","0","0","0","1","1","1",60,92894,126988,235500,-23012,"Shanxi"
"6130",2013003839,"Shanxi",1,"Informal","1",0,1,0,0,"2","0","0","0","1","1","1",45,37250,-78435.1865234375,8640.1416015625,-85666.701171875,"Shanxi"
"6131",2013003840,"Shanxi",1,"Formal","1",1,0,0,0,"2","1","0","1","1","1","1",55,6525,-38180,13280,-48180,"Shanxi"
"6132",2013003842,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",81,1680,3287.2177734375,14077.2177734375,-5540,"Shanxi"
"6133",2013003843,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",53,4e+05,896620.8984375,971320,296620.8984375,"Shanxi"
"6134",2013003844,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",53,18000,291050,300850,91050,"Shanxi"
"6135",2013003846,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",56,20000,1042278.01171875,1070280,592278.01171875,"Shanxi"
"6136",2013003847,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",46,91892,69196,119800,-10804,"Shanxi"
"6137",2013003849,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",27,154000,245210.1171875,349614.125,145210.1171875,"Shanxi"
"6138",2013003851,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","0","1","1",64,3960,71024.48828125,114130.4921875,-15306.00390625,"Shanxi"
"6139",2013003853,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","1","1","1","1",54,23170,288340.001953125,322780,-11659.998046875,"Shanxi"
"6140",2013003854,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","0","0","1",68,5385,45408.5244140625,56845,-4591.4755859375,"Shanxi"
"6141",2013003855,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",69,30100,205280.0625,214286.0625,5280.0625,"Shanxi"
"6142",2013003856,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","0","1",59,2260,-14605.76171875,12700,-24605.76171875,"Shanxi"
"6143",2013003857,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","1","1","1","1",58,64740,48440.0234375,114450,-51559.9765625,"Shanxi"
"6144",2013003860,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",55,49920,69789.998046875,88350,-15210.001953125,"Shanxi"
"6145",2013003862,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",70,13840,-79225.9921875,50200,-89225.9921875,"Shanxi"
"6146",2013003863,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",55,21500,10808,20360,2808,"Shanxi"
"6147",2013003864,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","0","1",74,32225,-15079.4921875,12100.505859375,-23454.998046875,"Shanxi"
"6148",2013003868,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",57,26513,15726.0009765625,23800,5726.0009765625,"Shanxi"
"6149",2013003869,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",51,51550,42700,83300,-12300,"Shanxi"
"6150",2013003870,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","1","1",49,11460,33612.22265625,45622.22265625,8612.22265625,"Shanxi"
"6151",2013003871,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",52,8433,-7670,32250,-13170,"Shanxi"
"6152",2013003874,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",63,31493,336810,358200,321810,"Shanxi"
"6153",2013003875,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","1","1",63,13040,109293.001464844,116000,9293.00146484375,"Shanxi"
"6154",2013003876,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",50,58663,-77871.296875,109841.0078125,-83497.7944335938,"Shanxi"
"6155",2013003877,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",53,66980,-33172.4296875,36055.5546875,-53172.4296875,"Shanxi"
"6156",2013003878,"Shanxi",1,"Informal","1",0,1,0,0,"2","0","0","0","1","0","1",46,1200,44732,45880,-268,"Shanxi"
"6157",2013003879,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","1",51,34540,67652.1713867188,75232.171875,37652.1713867188,"Shanxi"
"6158",2013003880,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","0","0","1",71,600,2827.29736328125,10259.2958984375,-5631.99853515625,"Shanxi"
"6159",2013003881,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","1","0","1","1","1",47,20600,303613.436523438,323943.4375,3613.4365234375,"Shanxi"
"6160",2013003882,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","0",45,63960,307402.9140625,377342.90625,-42597.0859375,"Shanxi"
"6161",2013003883,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","0","0",67,40398,255244.28125,277368.28125,55244.28125,"Shanxi"
"6162",2013003884,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","1","1","1","1","0",39,40200,525694.1953125,595574.1875,25694.1953125,"Shanxi"
"6163",2013003885,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","0","0",64,32160,489742.873046875,506762.875,89742.873046875,"Shanxi"
"6164",2013003887,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","0",45,46383,285771.40625,301111.40625,-4228.59375,"Shanxi"
"6165",2013003888,"Shanxi",1,"Informal","1",0,1,0,0,"2","0","0","0","0","0","0",51,32487,385792.61328125,513944.9375,-14207.38671875,"Shanxi"
"6166",2013003889,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","1",34,76979,530241.75,592941.75,80241.75,"Shanxi"
"6167",2013003891,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","0","1",42,36800,587226.4375,608726.4375,137226.4375,"Shanxi"
"6168",2013003892,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","1","1","1","0","0",70,66000,526204.078125,638164.0625,-73795.921875,"Shanxi"
"6169",2013003896,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","1","0","0",58,55756,355758.5390625,420318.5625,-44241.4609375,"Shanxi"
"6170",2013003897,"Shanxi",1,"Informal","1",0,1,0,0,"2","0","0","0","0","0","0",52,9105,316128,358700,16128,"Shanxi"
"6171",2013003898,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","0",53,17000,501519.99609375,534040,101519.99609375,"Shanxi"
"6172",2013003899,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","1","0","1","1","0",49,9500,981920,1057000,381920,"Shanxi"
"6173",2013003900,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","0","0",43,17700,478240.001953125,519340,-21759.998046875,"Shanxi"
"6174",2013003907,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","1","1","1","1","0",45,65240,287620,381100,-62380,"Shanxi"
"6175",2013003910,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","0","0",64,66000,1211851,1313771,711851,"Shanxi"
"6176",2013003913,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",54,97158,21937.99609375,61518,-28062.00390625,"Shanxi"
"6177",2013003914,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",46,1940,32651.599609375,82951.6015625,-27348.400390625,"Shanxi"
"6178",2013003915,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","1","1","1","1",50,24750,-7113.59765625,55886.40234375,-27113.59765625,"Shanxi"
"6179",2013003916,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","1","0","1","1","0",26,12850,323160,352000,43160,"Shanxi"
"6180",2013003917,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","0","1",59,9953,48969.001953125,60209,-1030.998046875,"Shanxi"
"6181",2013003919,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",61,2395,107338.5859375,112834.5859375,97338.5859375,"Shanxi"
"6182",2013003920,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","0","1",50,103150,391183.25,422183.25,371183.25,"Shanxi"
"6183",2013003921,"Shanxi",1,"Informal","1",0,1,0,0,"2","0","0","0","0","0","1",83,960,131920,156800,1920,"Shanxi"
"6184",2013003922,"Shanxi",1,"L.Both","1",0,0,1,0,"2","1","0","0","1","1","1",43,23440,52426.296875,111626.296875,2426.296875,"Shanxi"
"6185",2013003923,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",58,24000,73398.3408203125,108466.1640625,-12377.3857421875,"Shanxi"
"6186",2013003924,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",29,13010,73531.80078125,97611.8046875,23531.80078125,"Shanxi"
"6187",2013003925,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","1","0","1","1",69,10080,50594.0004882812,66190,594.00048828125,"Shanxi"
"6188",2013003928,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",47,17858,26099.99609375,79160,-43900.00390625,"Shanxi"
"6189",2013003929,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",50,45617,200173.142578125,250833.140625,-29826.857421875,"Shanxi"
"6190",2013003932,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",61,10910,15480.0004882812,20900,14480.0004882812,"Shanxi"
"6191",2013003933,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","0","0","0","0","0","1",69,3600,-739.999755859375,1320,-1739.99975585938,"Shanxi"
"6192",2013003934,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","1","1",72,11960,109280,116400,99280,"Shanxi"
"6193",2013003935,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",50,960,325559.763671875,336128.5625,25559.763671875,"Shanxi"
"6194",2013003938,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","1","1",62,8320,-2080,7700,-5080,"Shanxi"
"6195",2013003939,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",62,23780,-6560.001953125,10000,-9560.001953125,"Shanxi"
"6196",2013003940,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","0","0","1",73,4360,1328.37109375,5084.37060546875,-671.62890625,"Shanxi"
"6197",2013003941,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",65,13760,-40052.72265625,41367.26171875,-60052.72265625,"Shanxi"
"6198",2013003942,"Shanxi",1,"Formal","1",1,0,0,0,"2","1","0","1","1","0","1",67,23820,-12389.68359375,11750.31640625,-15389.68359375,"Shanxi"
"6199",2013003944,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","0","1","1",68,597,23730.7006835938,30357.701171875,10899.8217773438,"Shanxi"
"6200",2013003945,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","1","1","0","1",67,3397,2504.306640625,26464.310546875,-7495.693359375,"Shanxi"
"6201",2013003947,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",65,47398,37619.998046875,59980,31619.998046875,"Shanxi"
"6202",2013003951,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",31,36090,11136.001953125,30600,-8863.998046875,"Shanxi"
"6203",2013003953,"Shanxi",1,"Formal","1",1,0,0,0,"2","1","0","0","1","1","1",58,17808,118595.95703125,148741.953125,-11404.04296875,"Shanxi"
"6204",2013003954,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","0","1","1",41,8906,-1880.0068359375,44500,-41880.0068359375,"Shanxi"
"6205",2013003955,"Shanxi",1,"Informal","1",0,1,0,0,"2","1","0","0","1","1","1",51,32183,218927.66796875,251687.671875,18927.66796875,"Shanxi"
"6206",2013003959,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",51,44129,147875.99609375,181140,-7124.00390625,"Shanxi"
"6207",2013003961,"Shanxi",1,"No.Loan","0",0,0,0,1,"2","1","0","0","1","1","1",35,30900,107007.99609375,171100,7007.99609375,"Shanxi"
